Cluster,Index,Star,X,Y,DistSol,StarColor,StarSize,Fleet,Planet,Type,Hazard,Tectonics,Weather,Thermal,BioHazard,BioUnits,MinValue,MinVolume,Fuel,AxialTilt,Density,Radius,Gravity,Temp,Day,Atmosphere,LifeChance,DistFromStar
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,VIII,Urea,7,7,2,1,2,11,53,53,0.4,0,60,32,19,-140,243,82,560,7198
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,VII,Radioactive,1,1,1,1,1,0,1064,133,1.1,25,204,27,55,-134,13576,0,-740,6554
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,VI,Gas Giant,8,3,8,1,1,0,0,0,1.7,25,21,398,83,-125,91,65535,-1,5794
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,VI-b,Opalescent,3,3,1,1,1,0,120,63,0.3,-2,62,27,16,-125,272,0,-740,5794
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,VI-c,Opalescent,3,3,1,1,1,0,248,78,0.4,19,62,31,19,-125,48840,0,-740,5794
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,VI-d,Quasi-Degenerate,4,4,1,1,1,0,0,0,0.8,-30,146,29,42,-125,224,0,-740,5794
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,VI-a,Treasure,1,1,1,1,1,0,684,114,1.3,0,191,35,66,-125,21687,0,-740,5794
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,V,Treasure,2,2,1,1,1,0,894,149,1.3,-5,210,31,65,-116,191,0,-740,5148
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,IV,Gas Giant,8,3,8,1,1,0,0,0,3,-2,21,1304,273,-100,99,65535,-1,4243
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,III-a,Quasi-Degenerate,5,5,1,1,1,0,0,0,1,13,148,35,51,-31,256,0,-540,2173
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,III-b,Treasure,3,3,2,1,1,0,1128,188,1,-39,201,25,50,-4,198,13,560,2173
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,III,Gas Giant,8,1,8,2,1,0,0,0,3,-2,21,742,155,65,110,65535,-1,2173
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,II,Xenolithic,5,2,5,3,1,0,468,137,1.8,13,105,84,88,108,297,213,560,1203
Hyades,,Alpha,832.2,893.4,995.8,white,dwarf,Utwig,I,Treasure,6,3,4,6,1,0,1356,226,1.1,-26,195,28,54,528,243,80,-140,436
Hyades,,Beta,837.5,895.8,1001.1,blue,dwarf,Utwig,V-a,Acid,2,2,1,1,1,0,169,169,0.5,-19,105,25,26,-161,179,0,-940,7038
Hyades,,Beta,837.5,895.8,1001.1,blue,dwarf,Utwig,V,Sapphire,3,3,1,1,1,0,1400,56,1.3,4,61,105,64,-161,209,0,-940,7038
Hyades,,Beta,837.5,895.8,1001.1,blue,dwarf,Utwig,IV,Water,7,5,2,1,7,125,141,47,2,25,99,102,100,-142,222,14,360,5098
Hyades,,Beta,837.5,895.8,1001.1,blue,dwarf,Utwig,III,Selenic,1,1,1,1,1,0,201,67,0.4,-2,62,33,20,-112,193,0,-740,3407
Hyades,,Beta,837.5,895.8,1001.1,blue,dwarf,Utwig,II,Yttric,4,4,2,1,3,67,538,158,1.1,-10,148,36,53,-90,296,14,360,2655
Hyades,,Beta,837.5,895.8,1001.1,blue,dwarf,Utwig,I,Opalescent,4,4,1,2,1,0,261,53,0.3,-8,59,26,15,97,228,0,-590,646
Hyades,,Delta,824.9,895.8,992.8,orange,dwarf,Utwig,IX-b,Cimmerian,3,3,1,1,1,0,87,87,0.9,32,148,30,44,-231,218,0,-940,7826
Hyades,,Delta,824.9,895.8,992.8,orange,dwarf,Utwig,IX,Gas Giant,8,1,8,1,1,0,0,0,2.8,44,21,662,139,-231,110,65535,-1,7826
Hyades,,Delta,824.9,895.8,992.8,orange,dwarf,Utwig,IX-a,Halide,2,2,1,1,1,0,210,63,0.4,6,60,31,18,-231,176,0,-940,7826
Hyades,,Delta,824.9,895.8,992.8,orange,dwarf,Utwig,VIII,Azure,5,5,1,1,1,0,63,21,0.3,-38,62,26,16,-229,159,10,160,7138
Hyades,,Delta,824.9,895.8,992.8,orange,dwarf,Utwig,VII,Carbide,2,2,1,1,1,0,59,59,0.7,-4,100,33,33,-225,24551,0,-940,6107
Hyades,,Delta,824.9,895.8,992.8,orange,dwarf,Utwig,VI,Halide,1,1,1,1,1,0,414,111,0.3,-3,63,27,17,-220,192,0,-940,4993
Hyades,,Delta,824.9,895.8,992.8,orange,dwarf,Utwig,V,Halide,3,3,1,1,1,0,84,42,0.3,9,59,30,17,-214,251,0,-940,4050
Hyades,,Delta,824.9,895.8,992.8,orange,dwarf,Utwig,IV,Chondrite,5,5,1,1,1,0,78,78,0.6,-10,103,32,32,-209,213,0,-940,3361
Hyades,,Delta,824.9,895.8,992.8,orange,dwarf,Utwig,III,Radioactive,2,2,1,1,1,0,1168,146,1.1,-5,209,27,56,-193,154,0,-940,2184
Hyades,,Delta,824.9,895.8,992.8,orange,dwarf,Utwig,II,Magma,8,8,1,1,1,0,120,40,3,22,152,111,168,-174,290,0,-940,1440
Hyades,,Delta,824.9,895.8,992.8,orange,dwarf,Utwig,I,Iodine,4,4,3,1,1,0,153,63,1,-10,63,82,51,-85,174,15,460,404
Hyades,,Epsilon,850,912.5,1021.9,orange,dwarf,Utwig,VII,Acid,3,3,1,1,1,0,200,200,0.7,-13,101,36,36,-223,256,0,-940,5567
Hyades,,Epsilon,850,912.5,1021.9,orange,dwarf,Utwig,VI,Acid,4,4,1,1,1,0,226,226,0.7,-37,105,33,34,-218,180,0,-940,4586
Hyades,,Epsilon,850,912.5,1021.9,orange,dwarf,Utwig,V,Infrared,4,4,3,1,1,0,0,0,0.6,-6,97,31,30,-214,158,75,360,4039
Hyades,,Epsilon,850,912.5,1021.9,orange,dwarf,Utwig,IV,Urea,8,8,3,1,5,48,54,54,0.4,-30,62,32,19,-201,182,79,360,2689
Hyades,,Epsilon,850,912.5,1021.9,orange,dwarf,Utwig,III,Urea,5,5,3,1,5,28,43,43,0.4,-36,61,33,20,-194,275,83,360,2217
Hyades,,Epsilon,850,912.5,1021.9,orange,dwarf,Utwig,II-c,Alkali,2,2,2,1,1,0,249,83,0.5,17,104,26,27,-171,30825,13,160,1351
Hyades,,Epsilon,850,912.5,1021.9,orange,dwarf,Utwig,II,Gas Giant,8,2,8,1,1,0,0,0,3,1,20,961,192,-171,134,65535,-1,1351
Hyades,,Epsilon,850,912.5,1021.9,orange,dwarf,Utwig,II-b,Selenic,2,2,1,1,1,0,75,25,0.4,-7,60,34,20,-171,233,0,-940,1351
Hyades,,Epsilon,850,912.5,1021.9,orange,dwarf,Utwig,II-d,Selenic,2,2,1,1,1,0,189,63,0.3,2,63,26,16,-171,238,0,-940,1351
Hyades,,Epsilon,850,912.5,1021.9,orange,dwarf,Utwig,II-a,Urea,5,5,3,1,1,1,31,31,0.3,49,62,25,15,-171,247,75,360,1351
Hyades,,Epsilon,850,912.5,1021.9,orange,dwarf,Utwig,I,Purple,2,2,1,1,1,0,66,22,0.3,-36,61,26,15,-147,168,0,-740,887
Hyades,,Eta,845.8,939.3,1039.5,yellow,dwarf,Utwig,VII,Dust,2,2,1,1,1,0,30,10,0.3,40,58,25,14,-209,58249,14,160,7697
Hyades,,Eta,845.8,939.3,1039.5,yellow,dwarf,Utwig,VI,Acid,4,4,1,1,1,0,109,109,0.5,5,104,26,27,-200,187,0,-940,5850
Hyades,,Eta,845.8,939.3,1039.5,yellow,dwarf,Utwig,V-a,Alkali,5,5,2,1,1,24,318,106,0.8,33,104,37,38,-184,286,15,260,3986
Hyades,,Eta,845.8,939.3,1039.5,yellow,dwarf,Utwig,V,Gas Giant,8,1,8,1,1,0,0,0,3,-24,21,1288,270,-184,128,65535,-1,3986
Hyades,,Eta,845.8,939.3,1039.5,yellow,dwarf,Utwig,IV,Crimson,3,2,3,1,1,0,169,62,0.7,12,103,33,33,-163,276,86,360,2624
Hyades,,Eta,845.8,939.3,1039.5,yellow,dwarf,Utwig,III,Gas Giant,8,3,8,1,1,0,0,0,2.2,12,21,520,109,-148,112,65535,-1,2023
Hyades,,Eta,845.8,939.3,1039.5,yellow,dwarf,Utwig,III-c,Selenic,3,3,1,1,1,0,120,40,0.3,29,61,29,17,-148,260,0,-740,2023
Hyades,,Eta,845.8,939.3,1039.5,yellow,dwarf,Utwig,III-b,Ultramarine,4,3,3,1,1,0,348,83,0.2,-30,32,27,8,-148,250,105,410,2023
Hyades,,Eta,845.8,939.3,1039.5,yellow,dwarf,Utwig,III-a,Urea,6,6,3,1,5,56,18,18,0.4,-4,63,31,19,-148,266,102,410,2023
Hyades,,Eta,845.8,939.3,1039.5,yellow,dwarf,Utwig,II,Radioactive,1,1,1,1,1,0,1728,216,1.4,-9,204,34,69,-127,252,0,-740,1495
Hyades,,Eta,845.8,939.3,1039.5,yellow,dwarf,Utwig,I,Pellucid,1,1,1,1,1,0,0,0,0.3,35,59,27,15,-90,254,0,-740,958
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,VII,Pellucid,2,2,1,1,1,0,0,0,0.4,-6,62,33,20,-226,202,0,-940,6340
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,VI,Cimmerian,4,4,1,1,1,0,68,68,0.9,39,154,30,46,-223,177,0,-940,5599
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,V-d,Copper,2,2,2,1,1,0,183,61,1,-9,145,36,52,-213,177,11,160,3955
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,V,Gas Giant,8,3,8,1,1,0,0,0,3,2,21,1332,279,-213,120,65535,-1,3955
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,V-b,Pellucid,2,2,1,1,1,0,200,8,0.3,-13,59,30,17,-213,245,0,-940,3955
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,V-c,Selenic,1,1,1,1,1,0,129,43,0.4,25,60,33,19,-213,55025,0,-940,3955
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,V-a,Urea,6,6,3,1,1,0,28,28,0.4,-2,61,37,22,-213,232,109,210,3955
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,IV,Super-Dense,7,7,3,1,1,0,222,74,1.2,-12,206,30,61,-208,200,78,360,3318
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,III,Telluric,5,3,3,1,5,96,300,79,1.5,-14,97,77,74,-200,167,85,360,2619
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,II,Gas Giant,8,3,8,1,1,0,0,0,3,-11,21,1298,272,-155,148,65535,-1,1004
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,II-a,Pellucid,1,1,1,1,1,0,0,0,0.4,1,58,36,20,-155,270,0,-940,1004
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,II-b,Urea,7,7,4,1,1,0,14,14,0.3,29,61,29,17,-155,260,96,360,1004
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,II-c,Urea,8,8,4,1,2,28,6,6,0.4,-1,62,36,22,-155,291,97,360,1004
Hyades,,Gamma,837.5,904.1,1007.4,orange,dwarf,Utwig,I,Noble,2,2,1,1,1,0,236,62,0.2,23,33,30,9,-100,205,0,-740,478
Hyades,,Iota,800,950.5,1019.4,white,dwarf,None,VII,Gas Giant,8,3,8,1,1,0,0,0,2.6,-23,21,626,131,-138,90,65535,-1,6987
Hyades,,Iota,800,950.5,1019.4,white,dwarf,None,VII-a,Oolite,3,3,2,1,1,0,1142,211,1,34,145,36,52,-138,158,95,560,6987
Hyades,,Iota,800,950.5,1019.4,white,dwarf,None,VII-b,Yttric,2,2,1,1,1,6,751,191,0.7,8,149,25,37,-138,178,10,360,6987
Hyades,,Iota,800,950.5,1019.4,white,dwarf,None,VI,Opalescent,4,4,1,1,1,0,136,44,0.3,-23,58,25,14,-126,235,0,-740,5867
Hyades,,Iota,800,950.5,1019.4,white,dwarf,None,V,Primordial,8,8,3,1,1,0,382,216,2,-1,96,105,100,-107,269,108,410,4614
Hyades,,Iota,800,950.5,1019.4,white,dwarf,None,IV,Acid,3,3,1,1,1,0,121,121,0.6,26,104,29,30,-73,174,0,-740,3177
Hyades,,Iota,800,950.5,1019.4,white,dwarf,None,III,Redux,3,3,1,1,1,0,296,142,1.8,11,101,88,88,-41,20896,0,-540,2353
Hyades,,Iota,800,950.5,1019.4,white,dwarf,None,II,Ruby,6,3,2,1,6,66,3075,123,1.4,18,62,111,68,14,230,12,760,1809
Hyades,,Iota,800,950.5,1019.4,white,dwarf,None,I,Treasure,2,1,2,2,1,0,1476,246,1.1,0,205,28,57,99,225,14,510,1076
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,IX,Gas Giant,8,3,8,1,1,0,0,0,2.8,13,21,662,139,-186,81,65535,-1,7452
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,IX-a,Super-Dense,7,5,2,1,7,82,210,70,1,4,192,25,48,-186,211,89,360,7452
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,IX-b,Ultramarine,3,3,2,1,1,0,141,39,0.2,0,34,25,8,-186,211,97,360,7452
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,VIII-a,Alkali,5,5,1,1,1,0,129,43,0.6,6,98,29,28,-182,291,14,160,6764
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,VIII,Gas Giant,8,2,8,1,1,0,0,0,1.5,16,20,381,76,-182,90,65535,-1,6764
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,VII-a,Acid,2,2,1,1,1,0,189,189,0.6,-5,104,28,29,-169,162,0,-940,5235
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,VII-b,Carbide,2,2,1,1,1,0,56,56,0.5,-18,97,25,24,-169,253,0,-940,5235
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,VII,Gas Giant,8,3,8,1,1,0,0,0,3,-2,20,1365,273,-169,159,65535,-1,5235
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,VII-c,Green,6,6,3,1,1,0,495,99,0.7,-10,101,35,35,-169,232,78,360,5235
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,VI,Radioactive,3,3,1,1,1,0,1056,132,1.3,26,203,32,64,-161,284,0,-940,4484
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,V,Acid,4,4,1,1,1,0,216,216,0.5,-15,98,27,26,-155,272,0,-940,4043
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,IV,Carbide,3,3,1,1,1,0,118,118,0.6,14,96,34,32,-145,157,0,-740,3413
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,III,Chlorine,8,8,1,1,1,0,263,119,2.1,32,103,103,106,-119,165,0,-740,2375
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,II,Plutonic,7,4,3,1,7,104,712,186,3,35,156,109,170,-95,165,105,410,1777
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,II-a,Purple,2,2,1,1,1,0,141,47,0.3,-5,63,26,16,-95,154,0,-740,1777
Hyades,,Kappa,766.4,958.9,1005.9,green,dwarf,None,I,Lanthanide,6,5,4,6,1,0,1010,202,1,18,147,36,52,381,296,104,110,400
Hyades,,Lambda,725.5,937.4,964.7,green,dwarf,Supox,VII,Super-Dense,6,6,2,1,2,112,93,31,1.3,-29,203,33,66,-186,252,102,210,7447
Hyades,,Lambda,725.5,937.4,964.7,green,dwarf,Supox,VI,Fluorescent,3,3,1,1,1,0,712,120,3,3,154,99,152,-179,285,0,-940,6350
Hyades,,Lambda,725.5,937.4,964.7,green,dwarf,Supox,V,Iodine,4,4,2,1,1,0,164,74,1,-18,59,88,51,-156,242,11,160,4095
Hyades,,Lambda,725.5,937.4,964.7,green,dwarf,Supox,IV-a,Azure,7,3,2,1,7,82,126,42,0.3,4,61,25,15,-144,211,14,360,3372
Hyades,,Lambda,725.5,937.4,964.7,green,dwarf,Supox,IV,Xenolithic,2,2,2,1,1,0,372,118,1.5,20,97,76,73,-144,188,11,360,3372
Hyades,,Lambda,725.5,937.4,964.7,green,dwarf,Supox,III,Water,5,4,2,1,4,44,265,75,1.7,-7,99,85,84,-106,213,10,360,2031
Hyades,,Lambda,725.5,937.4,964.7,green,dwarf,Supox,II,Urea,7,7,3,1,1,9,10,10,0.4,9,61,37,22,-76,236,106,410,1451
Hyades,,Lambda,725.5,937.4,964.7,green,dwarf,Supox,I,Selenic,7,3,3,2,7,82,207,69,0.3,-8,59,25,14,61,212,13,510,597
Hyades,,Theta,829.6,954.8,1041.1,green,dwarf,None,V,Noble,3,3,1,1,1,0,164,44,0.2,16,34,36,12,-183,268,0,-940,6877
Hyades,,Theta,829.6,954.8,1041.1,green,dwarf,None,IV,Cyanic,2,2,1,1,1,0,85,85,0.2,-21,34,36,12,-177,266,0,-940,6128
Hyades,,Theta,829.6,954.8,1041.1,green,dwarf,None,III,Green,5,5,3,1,1,0,60,12,0.5,-8,102,25,25,-150,238,90,560,3706
Hyades,,Theta,829.6,954.8,1041.1,green,dwarf,None,II-c,Copper,3,3,2,1,1,0,657,219,1,-1,148,33,48,-108,245,15,460,2080
Hyades,,Theta,829.6,954.8,1041.1,green,dwarf,None,II,Gas Giant,8,3,8,1,1,0,0,0,1.3,-2,21,307,64,-108,114,65535,-1,2080
Hyades,,Theta,829.6,954.8,1041.1,green,dwarf,None,II-b,Pellucid,1,1,1,1,1,0,75,3,0.3,5,61,27,16,-108,255,0,-740,2080
Hyades,,Theta,829.6,954.8,1041.1,green,dwarf,None,II-a,Selenic,3,3,1,1,1,0,192,64,0.4,5,62,30,18,-108,237,0,-740,2080
Hyades,,Theta,829.6,954.8,1041.1,green,dwarf,None,I,Plutonic,10,3,8,8,1,0,1260,284,2.5,24,157,80,125,1343,166,3579,-540,307
Hyades,,Zeta,850,937.2,1040.6,yellow,dwarf,Utwig,IX,Treasure,2,2,1,1,1,0,1200,200,1.2,-10,200,29,58,-210,284,0,-940,7921
Hyades,,Zeta,850,937.2,1040.6,yellow,dwarf,Utwig,VIII,Infrared,2,2,2,1,2,31,141,47,0.6,-10,105,28,29,-207,226,98,360,7126
Hyades,,Zeta,850,937.2,1040.6,yellow,dwarf,Utwig,VII,Cimmerian,3,3,1,1,1,0,17,17,0.8,-6,144,27,38,-204,273,0,-940,6569
Hyades,,Zeta,850,937.2,1040.6,yellow,dwarf,Utwig,VI-b,Carbide,2,2,1,1,1,0,60,60,0.5,15,97,27,26,-197,206,0,-940,5468
Hyades,,Zeta,850,937.2,1040.6,yellow,dwarf,Utwig,VI-a,Crimson,3,2,3,1,1,0,132,49,0.6,-3,97,29,28,-197,241,95,360,5468
Hyades,,Zeta,850,937.2,1040.6,yellow,dwarf,Utwig,VI,Gas Giant,8,1,8,1,1,0,0,0,3,0,21,1129,237,-197,128,65535,-1,5468
Hyades,,Zeta,850,937.2,1040.6,yellow,dwarf,Utwig,V,Urea,6,6,3,1,1,14,8,8,0.4,16,59,33,19,-188,267,88,360,4309
Hyades,,Zeta,850,937.2,1040.6,yellow,dwarf,Utwig,IV,Hydrocarbon,3,3,1,1,1,0,44,38,2.3,-29,104,110,114,-182,200,0,-940,3819
Hyades,,Zeta,850,937.2,1040.6,yellow,dwarf,Utwig,III,Crimson,6,3,3,1,6,41,69,23,0.7,-17,103,35,36,-170,216,89,360,2996
Hyades,,Zeta,850,937.2,1040.6,yellow,dwarf,Utwig,II,Treasure,1,1,1,1,1,0,984,164,1.1,-24,210,26,54,-146,286,0,-740,1965
Hyades,,Zeta,850,937.2,1040.6,yellow,dwarf,Utwig,I,Treasure,3,3,1,1,1,0,1080,180,1.3,16,208,31,64,-95,217,0,-740,1013
Hydrae,,Alpha,733.3,650,752.6,white,dwarf,Kohr-Ah,VI,Lanthanide,8,8,1,1,1,0,525,105,1,14,152,34,51,-144,171,0,-740,7561
Hydrae,,Alpha,733.3,650,752.6,white,dwarf,Kohr-Ah,V,Metal,2,2,2,1,1,27,1171,331,0.8,-17,143,28,40,-130,200,96,560,6195
Hydrae,,Alpha,733.3,650,752.6,white,dwarf,Kohr-Ah,IV,Auric,2,2,2,1,1,0,444,74,0.9,7,153,29,44,-121,165,13,360,5481
Hydrae,,Alpha,733.3,650,752.6,white,dwarf,Kohr-Ah,III,Gas Giant,8,3,8,1,1,0,0,0,3,13,21,1344,282,-102,155,65535,-1,4359
Hydrae,,Alpha,733.3,650,752.6,white,dwarf,Kohr-Ah,III-a,Treasure,3,3,1,1,1,0,1368,228,1.2,18,204,29,59,-102,34131,0,-740,4359
Hydrae,,Alpha,733.3,650,752.6,white,dwarf,Kohr-Ah,II,Alkali,5,2,2,1,5,125,105,35,0.7,6,99,35,34,-57,200,10,360,2719
Hydrae,,Alpha,733.3,650,752.6,white,dwarf,Kohr-Ah,I,Redux,6,4,2,1,6,49,256,114,1.9,2,102,93,94,41,153,11,760,1486
Hydrae,,Beta,781.2,656.2,792.8,orange,dwarf,Kohr-Ah,I-a,Acid,2,2,1,1,1,0,134,134,0.6,48,103,31,31,-220,293,0,-940,4877
Hydrae,,Beta,781.2,656.2,792.8,orange,dwarf,Kohr-Ah,I-b,Carbide,5,5,1,1,1,0,105,105,0.5,-14,98,27,26,-220,202,0,-940,4877
Hydrae,,Beta,781.2,656.2,792.8,orange,dwarf,Kohr-Ah,I,Gas Giant,8,2,8,1,1,0,0,0,3,7,21,1144,240,-220,135,65535,-1,4877
Hydrae,,Gamma,816.6,625,801.1,red,dwarf,Kohr-Ah,IV-d,Azure,3,3,1,1,1,0,96,32,0.3,-20,59,26,15,-250,29292,12,160,6547
Hydrae,,Gamma,816.6,625,801.1,red,dwarf,Kohr-Ah,IV-a,Chondrite,6,6,1,1,1,0,34,34,0.7,20,102,37,37,-250,169,0,-940,6547
Hydrae,,Gamma,816.6,625,801.1,red,dwarf,Kohr-Ah,IV-b,Cimmerian,3,3,1,1,1,0,87,87,1,-19,150,35,52,-250,277,0,-940,6547
Hydrae,,Gamma,816.6,625,801.1,red,dwarf,Kohr-Ah,IV,Gas Giant,8,1,8,1,1,0,0,0,1.9,13,20,481,96,-250,89,65535,-1,6547
Hydrae,,Gamma,816.6,625,801.1,red,dwarf,Kohr-Ah,IV-c,Infrared,4,4,2,1,1,10,129,43,0.7,11,105,32,33,-250,216,77,360,6547
Hydrae,,Gamma,816.6,625,801.1,red,dwarf,Kohr-Ah,III,Azure,3,3,2,1,1,0,108,36,0.3,26,61,27,16,-244,17044,15,260,4082
Hydrae,,Gamma,816.6,625,801.1,red,dwarf,Kohr-Ah,II-a,Cimmerian,5,5,1,1,1,0,72,72,1,-15,155,34,52,-241,233,0,-940,3361
Hydrae,,Gamma,816.6,625,801.1,red,dwarf,Kohr-Ah,II,Gas Giant,8,2,8,1,1,0,0,0,3,-5,21,1466,307,-241,91,65535,-1,3361
Hydrae,,Gamma,816.6,625,801.1,red,dwarf,Kohr-Ah,I,Chondrite,6,6,1,1,1,0,49,49,0.7,19,100,36,36,-221,294,0,-940,1278
Hyginus,,Alpha,852,416.6,729.2,red,dwarf,None,V,Infrared,3,3,2,1,1,0,60,20,0.6,20,102,30,30,-251,281,85,360,7124
Hyginus,,Alpha,852,416.6,729.2,red,dwarf,None,IV-b,Chondrite,7,7,1,1,1,0,46,46,0.5,20,103,26,26,-247,176,0,-940,4927
Hyginus,,Alpha,852,416.6,729.2,red,dwarf,None,IV,Gas Giant,8,3,8,1,1,0,0,0,3,-16,21,975,204,-247,102,65535,-1,4927
Hyginus,,Alpha,852,416.6,729.2,red,dwarf,None,IV-a,Purple,3,3,1,1,1,0,159,53,0.4,9,61,30,18,-247,227,0,-940,4927
Hyginus,,Alpha,852,416.6,729.2,red,dwarf,None,III,Chondrite,6,6,1,1,1,0,35,35,0.5,32,97,26,25,-240,189,0,-940,3227
Hyginus,,Alpha,852,416.6,729.2,red,dwarf,None,II,Magnetic,6,6,1,1,1,0,255,85,3,7,145,107,155,-234,194,0,-940,2236
Hyginus,,Alpha,852,416.6,729.2,red,dwarf,None,I,Ultramarine,3,1,3,1,1,0,150,30,0.2,-2,33,34,11,-216,151,95,360,1077
Hyginus,,Beta,864.5,406.2,737.1,red,dwarf,None,VIII-b,Chondrite,7,7,1,1,1,0,99,99,0.6,-17,97,29,28,-252,183,0,-940,7880
Hyginus,,Beta,864.5,406.2,737.1,red,dwarf,None,VIII-a,Dust,2,2,1,1,1,0,111,37,0.4,0,58,32,18,-252,214,10,160,7880
Hyginus,,Beta,864.5,406.2,737.1,red,dwarf,None,VIII,Hydrocarbon,3,3,1,1,1,0,131,97,1.8,17,98,91,89,-252,55160,0,-940,7880
Hyginus,,Beta,864.5,406.2,737.1,red,dwarf,None,VII,Super-Dense,6,6,2,1,1,0,63,21,1.4,-13,204,35,71,-251,294,111,210,6863
Hyginus,,Beta,864.5,406.2,737.1,red,dwarf,None,VI,Purple,4,4,1,1,1,0,162,54,0.3,18,62,25,15,-249,293,0,-940,6014
Hyginus,,Beta,864.5,406.2,737.1,red,dwarf,None,V,Iodine,6,6,2,1,1,0,181,83,1.3,26,60,105,63,-246,242,10,160,4811
Hyginus,,Beta,864.5,406.2,737.1,red,dwarf,None,IV,Maroon,2,2,2,1,1,0,265,137,1.3,4,62,106,65,-245,216,11,160,4472
Hyginus,,Beta,864.5,406.2,737.1,red,dwarf,None,III,Noble,1,1,1,1,1,0,167,47,0.2,1,34,37,12,-239,240,0,-940,2975
Hyginus,,Beta,864.5,406.2,737.1,red,dwarf,None,II,Vinylogous,5,5,1,1,1,0,111,37,2.1,-18,105,101,106,-231,254,0,-940,1987
Hyginus,,Beta,864.5,406.2,737.1,red,dwarf,None,I,Pellucid,2,2,1,1,1,0,225,9,0.4,9,63,33,20,-216,238,0,-940,1085
Hyperion,,Prime,656.2,127,481.3,orange,dwarf,Mycon,III,Magma,8,8,1,1,1,0,153,51,2.8,-13,154,90,138,-231,285,0,-940,7768
Hyperion,,Prime,656.2,127,481.3,orange,dwarf,Mycon,II-a,Alkali,4,4,2,1,1,0,360,120,0.6,5,98,30,29,-221,237,11,160,5130
Hyperion,,Prime,656.2,127,481.3,orange,dwarf,Mycon,II,Gas Giant,8,1,8,1,1,0,0,0,3,-4,20,1464,292,-221,115,65535,-1,5130
Hyperion,,Prime,656.2,127,481.3,orange,dwarf,Mycon,II-b,Selenic,1,1,1,1,1,0,198,66,0.3,-5,63,26,16,-221,154,0,-940,5130
Hyperion,,Prime,656.2,127,481.3,orange,dwarf,Mycon,I,Cimmerian,3,3,1,1,1,0,115,115,0.8,-13,148,29,42,-179,247,0,-940,1588
Illuminati,,Alpha,235.4,329.1,193.6,red,super giant,Spathi,III,Chondrite,5,5,1,5,1,0,75,75,0.6,-10,105,27,28,310,275,0,-1040,4176
Illuminati,,Alpha,235.4,329.1,193.6,red,super giant,Spathi,VI,Magma,9,8,2,6,7,64,174,58,2.4,1,144,85,122,383,27942,84,260,6958
Illuminati,,Alpha,235.4,329.1,193.6,red,super giant,Spathi,VII,Pellucid,6,1,2,6,1,0,0,0,0.4,-19,60,34,20,450,18613,83,260,7765
Illuminati,,Alpha,235.4,329.1,193.6,red,super giant,Spathi,V,Magma,8,8,3,6,1,0,408,136,2.6,-47,145,91,131,522,248,104,-290,5623
